workLat,workLong,workTweets,homeLat,homeLong,homeTweets,#tweets,userID
47.39,8.07,87.0,47.39,8.07,72.0,170,2226982364
46.19,9.02,15.0,46.06,8.95,61.0,170,139382642
46.2,6.14,83.0,46.2,6.14,86.0,170,299744449
47.72,8.62,61.0,47.72,8.62,104.0,170,708580673641189376
45.8,6.17,92.0,45.8,6.17,75.0,170,405110070
47.38,8.54,73.0,47.38,8.54,17.0,170,1200603414
47.38,8.54,138.0,47.38,8.54,30.0,170,1482442986
46.21,6.09,29.0,46.21,6.09,22.0,170,390102322
47.35,8.28,11.0,47.38,8.54,39.0,170,66347084
46.18,6.22,127.0,46.18,6.22,43.0,170,2479628088
47.47,6.84,56.0,47.49,6.84,13.0,170,385744455
47.47,8.32,75.0,47.47,8.32,90.0,170,2248447360
46.53,6.65,75.0,46.53,6.65,92.0,170,2920695861
47.49,6.82,85.0,47.49,6.82,80.0,170,3429785602
47.38,8.54,10.0,47.38,8.54,22.0,170,708975690
46.22,10.18,24.0,46.22,10.18,21.0,171,550934282
46.94,7.45,27.0,46.94,7.45,13.0,171,130661948
47.48,9.48,69.0,47.48,9.48,99.0,171,60976806
47.42,9.36,58.0,47.42,9.36,55.0,171,296307259
47.76,7.34,98.0,47.76,7.34,70.0,171,1969547977
45.84,9.03,74.0,45.84,9.03,97.0,171,1880925962
46.25,6.33,61.0,46.25,6.33,110.0,171,133020405
45.8,9.08,92.0,45.8,9.08,79.0,171,1887048578
47.32,8.8,24.0,47.32,8.8,15.0,171,562320103
45.83,6.81,121.0,45.83,6.81,38.0,171,84932292
47.38,8.54,65.0,47.38,8.54,95.0,171,2914934921
47.39,8.05,16.0,47.37,8.04,67.0,171,83235485
47.38,8.54,83.0,47.38,8.54,88.0,171,83144550
47.66,7.47,18.0,47.68,7.39,43.0,171,392756230
47.75,7.33,88.0,47.75,7.33,83.0,172,311629903
46.25,6.13,20.0,46.25,6.13,20.0,172,83820590
46.8,7.04,10.0,46.8,7.16,18.0,172,187941452
47.74,10.3,105.0,47.74,10.3,67.0,172,224668812
45.92,6.13,11.0,45.92,6.13,66.0,172,2209951737
46.84,7.66,28.0,46.84,7.66,49.0,172,1292122494
47.54,7.62,82.0,47.54,7.62,27.0,172,332863580
45.85,6.1,35.0,45.85,6.1,117.0,172,387909047
46.95,7.39,118.0,46.95,7.39,52.0,172,2577434844
47.42,6.87,59.0,47.42,6.87,101.0,172,342922726
46.2,8.97,150.0,46.2,8.97,22.0,172,735060168
47.13,7.25,57.0,47.13,7.25,115.0,172,325369855
47.37,8.54,19.0,47.34,8.54,11.0,172,221126928
47.74,7.36,48.0,47.74,7.36,122.0,172,623914282
46.44,6.87,14.0,46.45,6.93,21.0,172,709774429786677249
46.62,9.61,33.0,46.62,9.61,139.0,172,260959523
45.84,9.36,21.0,45.84,9.36,21.0,172,2486694165
47.54,6.47,17.0,47.54,6.47,13.0,172,2822728705
47.63,6.15,24.0,47.63,6.15,23.0,172,1462883370
45.92,6.16,74.0,45.92,6.16,86.0,172,244880081
46.19,6.14,59.0,46.19,6.14,27.0,172,55522715
47.32,8.51,11.0,47.38,8.54,10.0,172,17007639
47.26,8.59,41.0,47.26,8.59,72.0,172,21226191
46.12,6.13,72.0,46.12,6.13,100.0,172,2940129832
45.8,9.08,160.0,45.8,9.08,13.0,173,426642803
47.24,6.02,17.0,47.25,6.04,45.0,173,581799964
47.26,6.01,122.0,47.26,6.01,23.0,173,54290899
47.56,6.21,67.0,47.56,6.21,82.0,173,3322571704
46.95,7.39,59.0,46.95,7.39,114.0,173,767502398
45.9,6.11,38.0,45.9,6.11,16.0,173,3136028108
47.63,6.14,65.0,47.63,6.14,80.0,173,140594687
46.53,6.64,32.0,46.53,6.65,22.0,173,239892345
47.38,8.54,51.0,47.38,8.54,26.0,173,1493225743
47.38,8.54,35.0,47.38,8.54,17.0,173,17988402
46.52,6.63,30.0,46.52,6.63,64.0,173,214198913
47.43,8.67,120.0,47.43,8.67,53.0,173,411422067
46.83,9.22,26.0,46.83,9.22,144.0,174,487899660
45.88,6.43,53.0,45.88,6.43,120.0,174,156420910
46.31,7.5,54.0,46.31,7.5,55.0,174,97914081
46.36,6.3,21.0,46.37,6.3,39.0,174,251789382
45.73,6.18,90.0,45.73,6.18,83.0,174,629559614
45.88,8.41,10.0,45.87,8.41,53.0,174,1260414104
46.58,6.43,23.0,46.58,6.43,151.0,174,449017551
46.17,9.9,38.0,46.16,9.87,21.0,174,75607994
46.2,6.77,130.0,46.2,6.77,44.0,174,2933643699
47.61,9.2,20.0,47.61,9.2,30.0,174,2293373887
45.8,8.89,77.0,45.8,8.89,93.0,174,2295280281
46.34,6.44,61.0,46.34,6.44,52.0,174,120998395
47.56,7.58,63.0,47.57,7.58,23.0,174,2728102168
46.21,6.26,31.0,46.21,6.26,142.0,174,849908748
45.8,9.08,127.0,45.8,9.08,45.0,174,408437002
47.39,8.51,16.0,47.39,8.52,26.0,174,70384649
46.25,6.89,79.0,46.25,6.89,93.0,174,396710323
45.81,9.08,32.0,45.81,9.08,58.0,174,575410575
46.95,7.39,87.0,46.95,7.39,28.0,174,133828602
46.2,6.14,27.0,46.19,6.18,16.0,174,716523706
47.46,6.81,46.0,47.46,6.81,85.0,175,2884810879
46.93,7.5,14.0,46.93,7.5,34.0,175,296157774
47.49,6.74,69.0,47.49,6.74,104.0,175,1776862242
46.19,6.16,14.0,46.2,6.14,117.0,175,1254313278
47.43,8.67,62.0,47.43,8.67,113.0,175,279655508
47.34,7.24,101.0,47.34,7.24,70.0,175,2802571318
47.62,6.79,49.0,47.62,6.79,36.0,175,3022821105
46.2,6.14,126.0,46.2,6.14,49.0,175,1453431187
46.38,7.63,102.0,46.38,7.63,73.0,175,1123420549
47.37,8.55,19.0,47.43,8.62,24.0,175,743424799
45.76,9.85,75.0,45.76,9.85,100.0,175,590239962
46.18,6.12,93.0,46.18,6.12,75.0,175,2724391972
47.37,8.54,17.0,47.37,8.54,11.0,175,87532250
47.2,7.39,127.0,47.2,7.39,45.0,175,3228543603
45.95,6.63,54.0,45.95,6.63,65.0,175,1467783948
47.38,8.54,71.0,47.4,8.48,33.0,175,2826102077
47.57,10.29,87.0,47.57,10.29,69.0,175,39831582
47.28,8.55,66.0,47.28,8.55,81.0,175,1347351523
47.38,8.54,34.0,47.38,8.54,142.0,176,2589790089
46.18,9.86,54.0,46.18,9.86,122.0,176,3139294979
46.62,9.98,32.0,46.62,9.98,144.0,176,467245089
46.17,7.19,75.0,46.17,7.19,101.0,176,1416320318
46.2,9.03,127.0,46.2,9.03,47.0,176,1693279405
47.75,7.32,63.0,47.75,7.32,113.0,176,928246621
47.23,9.23,10.0,47.47,9.49,90.0,176,185608592
46.32,6.16,20.0,46.32,6.16,29.0,176,3719014876
46.26,6.04,82.0,46.26,6.04,41.0,176,77905323
47.66,9.46,17.0,47.71,9.15,42.0,176,456774123
46.19,6.1,116.0,46.19,6.1,56.0,176,616881743
47.08,7.32,19.0,46.95,7.45,13.0,176,107517767
47.15,7.28,107.0,47.15,7.28,69.0,176,1033145390
46.2,6.14,13.0,46.21,6.09,41.0,176,609564183
47.38,6.82,20.0,47.38,6.82,25.0,176,2493307619
47.57,7.57,98.0,47.57,7.57,76.0,176,98866110
47.23,6.03,15.0,47.26,6.01,11.0,176,599310031
47.02,7.44,76.0,47.02,7.44,96.0,177,378476757
47.2,5.94,28.0,47.24,6.03,49.0,177,970312506
47.27,6.65,37.0,47.27,6.62,30.0,177,4696606890
47.75,7.33,96.0,47.75,7.33,80.0,177,458664144
47.76,7.33,62.0,47.76,7.33,64.0,177,138498620
47.38,8.54,157.0,47.38,8.54,20.0,177,314474395
47.38,8.54,31.0,47.38,8.54,45.0,177,499925375
46.95,7.44,20.0,46.95,7.44,46.0,177,1607858238
47.75,7.33,19.0,47.81,7.31,92.0,177,1194816007
47.57,7.55,45.0,47.57,7.55,17.0,177,526635971
47.22,8.68,36.0,47.22,8.68,61.0,177,21648094
46.28,6.16,76.0,46.29,6.16,18.0,177,1377405721
46.95,7.39,61.0,46.95,7.39,116.0,177,309252103
47.38,8.54,129.0,47.38,8.54,48.0,177,2949130524
46.92,6.34,12.0,47.25,6.03,11.0,177,1640401586
46.42,5.99,126.0,46.42,5.99,50.0,177,1401827604
46.01,8.94,120.0,46.01,8.94,42.0,177,995207928
47.04,8.32,81.0,47.04,8.32,93.0,177,627166261
45.8,9.1,58.0,45.8,9.09,35.0,177,64703355
47.38,8.54,28.0,46.2,6.14,91.0,177,22507219
46.11,7.23,32.0,46.1,7.23,39.0,177,214450499
46.24,6.12,20.0,46.24,6.12,17.0,178,273276091
45.83,8.81,14.0,45.83,8.8,17.0,178,1066465742
46.81,8.22,168.0,46.81,8.22,10.0,178,2956562014
46.23,7.37,114.0,46.23,7.37,63.0,178,2656741889
46.19,6.16,15.0,46.18,6.09,46.0,178,1018053343
47.38,8.53,32.0,47.38,8.53,50.0,178,2210556829
45.89,6.13,16.0,45.89,6.13,162.0,178,353170756
46.2,6.14,18.0,46.09,6.7,22.0,178,261816444
46.21,6.13,24.0,46.2,6.13,10.0,178,349909554
45.93,7.64,48.0,46.45,10.36,56.0,178,448707859
46.24,5.97,24.0,46.24,5.97,52.0,178,18373027
47.2,5.94,47.0,47.22,5.96,13.0,178,1213830296
47.0,6.94,36.0,47.0,6.94,23.0,178,1295807197
47.54,9.19,116.0,47.54,9.19,62.0,179,108387024
45.94,7.63,16.0,45.94,7.63,56.0,179,2907612442
46.68,7.85,28.0,46.68,7.85,82.0,179,159671383
45.87,9.11,39.0,45.88,9.12,20.0,179,127581651
45.87,10.18,55.0,45.87,10.18,124.0,179,480420285
47.09,6.81,10.0,47.05,6.75,91.0,179,559604781
46.84,7.66,110.0,46.84,7.66,69.0,179,127202607
45.85,6.62,49.0,45.85,6.62,31.0,179,472183515
45.92,6.87,11.0,45.92,6.87,17.0,179,264462023
46.2,6.14,87.0,46.2,6.14,92.0,179,179179484
45.8,9.08,103.0,45.85,9.35,15.0,179,1068720198
47.37,7.33,86.0,47.37,7.33,93.0,179,2377452006
46.62,9.98,63.0,46.62,9.98,115.0,180,3232038029
47.7,7.3,96.0,47.7,7.3,84.0,180,745710925
47.79,7.26,41.0,47.78,7.28,99.0,180,2835400493
47.43,8.67,70.0,47.43,8.67,14.0,180,20837757
46.21,6.14,14.0,46.21,6.14,28.0,180,110724276
46.18,6.2,47.0,46.18,6.2,77.0,180,1362605114
47.15,9.52,54.0,47.15,9.51,30.0,180,134536779
47.38,8.49,46.0,47.38,8.49,39.0,180,395570330
45.8,9.08,10.0,45.94,9.17,72.0,180,130827100
47.38,8.54,10.0,47.23,9.23,11.0,180,56663082
46.49,6.91,53.0,46.44,6.85,28.0,180,1441797650
46.27,6.84,12.0,46.3,6.79,11.0,180,21480622
47.16,9.55,102.0,47.38,8.54,13.0,180,1868986604
47.75,8.97,123.0,47.75,8.97,57.0,180,2800001720
45.83,8.81,161.0,45.83,8.81,10.0,180,508716061
47.0,6.93,53.0,47.0,6.93,35.0,180,258964917
45.9,6.11,18.0,45.98,6.6,29.0,180,577355912
47.52,6.78,94.0,47.52,6.78,53.0,180,515920118
47.38,8.54,32.0,47.38,8.54,54.0,180,233801630
45.85,9.35,87.0,45.85,9.35,92.0,180,496065749
47.5,8.73,152.0,47.5,8.73,13.0,181,159503041
46.21,6.26,12.0,46.19,6.25,97.0,181,291653838
47.23,8.66,24.0,47.43,8.67,13.0,181,2157864750
45.83,8.26,91.0,45.83,8.26,90.0,181,362111435
46.23,7.38,102.0,46.23,7.38,70.0,181,1236369025
46.49,10.41,44.0,46.49,10.41,25.0,181,303739576
46.03,6.64,68.0,46.03,6.64,112.0,181,1427444119
47.22,6.01,35.0,47.22,6.01,26.0,181,466723162
45.83,8.81,77.0,45.83,8.81,104.0,181,4601280257
47.2,5.94,118.0,47.2,5.94,62.0,181,926782362
47.1,9.52,72.0,47.1,9.52,70.0,181,32496151
46.93,7.49,110.0,46.93,7.49,71.0,181,1042453976
45.8,9.08,102.0,45.8,9.08,79.0,181,506030733
46.21,6.04,43.0,46.21,6.04,98.0,182,28197826
47.65,9.17,32.0,46.81,8.22,63.0,182,1949417227
46.26,6.84,83.0,46.26,6.84,82.0,182,1926555632
46.22,6.11,54.0,46.22,6.11,22.0,182,575255219
46.77,6.24,27.0,46.53,6.02,97.0,182,1135363422
46.11,7.08,23.0,46.11,7.08,26.0,182,271991891
47.38,8.54,38.0,47.43,8.5,18.0,183,16059789
46.4,6.25,85.0,46.39,6.26,13.0,183,826938672
46.54,6.61,45.0,46.54,6.6,19.0,183,1171569852
46.25,6.22,36.0,46.26,6.22,61.0,183,367875564
46.95,7.39,72.0,46.95,7.39,105.0,183,739386944
47.38,8.54,74.0,47.38,8.54,92.0,183,444160991
46.44,6.85,83.0,46.44,6.85,85.0,183,4118525313
46.95,7.39,63.0,46.95,7.39,58.0,183,1084432201
46.15,6.59,30.0,46.15,6.59,78.0,183,409294031
47.41,8.23,101.0,47.41,8.23,49.0,183,1529901446
46.95,7.44,85.0,46.95,7.44,59.0,183,1511641856
47.41,7.49,83.0,47.41,7.49,97.0,183,4501666455
46.31,7.98,36.0,46.26,7.62,13.0,183,269739124
47.31,8.36,62.0,47.31,8.36,95.0,183,256491167
45.99,8.73,77.0,45.99,8.73,93.0,183,207777433
45.84,8.81,116.0,45.84,8.81,68.0,184,754577641
47.08,6.64,22.0,47.09,6.64,23.0,184,31162857
45.82,8.56,138.0,45.82,8.56,45.0,184,2695462372
46.33,7.5,69.0,46.33,7.5,54.0,184,55812144
46.54,6.59,27.0,46.54,6.59,44.0,184,25656605
47.38,8.54,107.0,47.38,8.54,22.0,184,27031196
45.94,9.17,60.0,45.8,9.08,15.0,184,191134134
47.43,7.13,116.0,47.43,7.13,65.0,184,2609605061
45.73,7.37,140.0,45.73,7.37,44.0,184,1621197936
46.85,9.53,70.0,46.85,9.53,98.0,184,152974510
46.21,6.15,12.0,46.21,6.15,12.0,184,11626542
47.48,6.73,27.0,47.48,6.73,84.0,184,852896930
47.77,7.3,27.0,47.77,7.31,52.0,184,589052225
46.69,6.91,20.0,46.69,6.91,10.0,184,279531536
46.09,7.07,11.0,46.52,6.52,14.0,184,97400283
45.89,6.08,35.0,45.89,6.08,137.0,184,344345870
45.85,6.03,12.0,45.85,6.03,10.0,185,2339056671
47.56,7.58,117.0,47.56,7.58,68.0,185,3222256265
47.44,6.05,21.0,47.43,6.07,11.0,185,452335410
46.16,6.67,89.0,46.16,6.67,96.0,185,1122519302
47.27,8.81,31.0,47.27,8.81,137.0,185,2416695811
46.77,7.02,34.0,46.77,7.02,139.0,185,1256765683
46.2,6.15,14.0,46.2,6.14,41.0,185,214525398
47.47,6.35,96.0,47.48,6.35,12.0,185,554279762
47.49,6.74,163.0,47.49,6.74,21.0,185,3033000724
47.75,7.33,113.0,47.75,7.33,59.0,185,192287652
47.7,10.32,45.0,47.74,10.3,39.0,185,841821073
46.26,6.11,23.0,46.22,6.11,47.0,185,471492524
46.04,6.22,110.0,46.04,6.22,73.0,185,1388966078
46.53,6.65,75.0,46.53,6.65,109.0,185,303349426
47.38,8.54,79.0,47.38,8.54,103.0,185,23514932
47.49,8.34,82.0,47.49,8.34,103.0,185,2861395282
47.2,8.77,47.0,47.2,8.77,37.0,185,1434471824
47.21,7.56,127.0,47.21,7.56,58.0,185,203749361
47.65,7.39,104.0,47.65,7.39,63.0,185,211497683
45.76,9.85,113.0,45.76,9.85,43.0,185,287730519
47.75,6.73,28.0,47.68,6.69,32.0,185,554598708
46.36,6.0,104.0,46.36,6.0,72.0,186,282961891
47.56,7.59,15.0,47.57,7.6,92.0,186,128865332
45.99,9.21,129.0,45.99,9.21,52.0,186,348353168
46.52,6.64,29.0,46.52,6.63,17.0,186,210421566
45.99,8.93,59.0,45.99,8.93,35.0,186,35228278
47.52,7.57,30.0,47.52,7.57,43.0,186,303975361
45.92,6.87,106.0,45.92,6.87,41.0,186,1348848828
46.0,8.96,68.0,46.0,8.96,116.0,186,2156859697
45.85,9.39,11.0,45.85,9.39,13.0,186,17793681
45.9,6.11,51.0,45.9,6.11,100.0,186,3344166669
47.08,10.46,105.0,47.08,10.46,80.0,186,193367646
46.02,7.75,105.0,46.02,7.75,81.0,187,611037159
46.15,8.75,10.0,46.15,8.75,13.0,187,229656170
46.95,7.39,100.0,46.95,7.39,64.0,187,257116487
46.17,6.34,50.0,45.97,6.04,15.0,187,383708975
45.8,9.08,147.0,45.8,9.08,15.0,187,1039718352
47.75,7.37,83.0,47.75,7.37,51.0,187,3639301
45.8,9.08,46.0,45.8,9.08,135.0,187,29450862
47.56,7.58,106.0,47.56,7.58,75.0,187,199658326
47.72,7.28,76.0,47.72,7.28,111.0,187,307309403
45.9,5.96,76.0,45.9,5.96,111.0,187,591978673
47.67,9.47,82.0,47.67,9.47,105.0,187,3342957593
45.86,6.61,100.0,45.86,6.61,60.0,187,1074116424
47.5,8.91,14.0,47.5,8.91,21.0,187,1599256508
46.2,6.14,94.0,46.22,6.13,22.0,187,132216108
45.89,9.01,30.0,47.38,8.54,18.0,188,319535106
45.92,6.16,121.0,45.92,6.16,67.0,188,1603409448
46.95,7.39,33.0,46.95,7.39,21.0,188,2768742689
46.2,6.14,168.0,46.2,6.14,19.0,188,216777871
47.01,6.98,88.0,47.01,6.98,58.0,188,883269750
45.99,9.29,12.0,45.95,9.31,58.0,188,6872422
45.97,6.12,56.0,45.97,6.12,110.0,188,343957959
46.31,6.43,117.0,46.31,6.43,70.0,188,3196667360
47.46,9.9,49.0,47.46,9.9,27.0,188,11954292
45.81,9.23,10.0,45.82,9.23,67.0,189,1400172188
47.06,8.35,104.0,47.06,8.35,85.0,189,2183881518
47.81,7.17,100.0,47.81,7.17,86.0,189,594803037
45.82,10.53,42.0,45.86,10.46,13.0,189,1522989067
46.25,6.95,104.0,46.25,6.95,65.0,189,118563019
47.17,6.75,57.0,47.22,6.77,39.0,189,1867543705
45.76,9.85,40.0,45.76,9.85,149.0,189,599274137
45.88,8.52,36.0,45.88,8.52,23.0,189,288678398
46.2,6.14,124.0,46.2,6.14,32.0,189,2780497304
46.62,9.98,14.0,46.62,9.98,158.0,189,42149642
46.53,6.63,127.0,46.53,6.63,36.0,189,124878468
47.44,8.46,101.0,47.44,8.46,83.0,189,1391662951
47.37,9.77,128.0,47.37,9.77,62.0,190,735224022238171141
46.92,6.33,52.0,46.92,6.33,44.0,190,461919736
47.73,8.83,13.0,47.74,8.85,15.0,190,496845892
46.31,9.4,62.0,46.31,9.4,42.0,190,260172453
47.59,8.02,52.0,47.59,8.02,70.0,190,371173624
46.88,6.31,52.0,46.88,6.31,137.0,190,419414979
46.32,9.94,94.0,46.32,9.94,31.0,190,725753911
45.89,6.82,40.0,45.89,6.82,130.0,190,16244359
47.2,5.94,99.0,47.2,5.94,90.0,190,2944783264
46.89,8.25,64.0,46.89,8.25,78.0,190,438694791
46.02,8.79,31.0,46.06,8.74,10.0,190,114887197
45.8,6.57,98.0,45.8,6.57,69.0,190,2614873414
47.2,5.94,89.0,47.2,5.94,98.0,190,749927359
47.87,7.22,113.0,47.87,7.22,77.0,190,30917431
45.89,6.13,72.0,45.84,6.15,17.0,190,636313168
47.54,7.17,15.0,47.75,7.16,37.0,190,587374887
46.95,7.44,33.0,46.95,7.44,33.0,191,162187170
47.42,8.53,18.0,47.38,8.54,52.0,191,78114555
45.81,9.04,102.0,45.81,9.04,83.0,191,1320313736
45.91,6.08,93.0,45.91,6.08,75.0,191,3012287110
46.21,6.09,16.0,46.21,6.09,12.0,191,2903740144
46.72,9.55,21.0,46.79,9.54,72.0,191,187504582
46.32,6.02,145.0,46.32,6.02,46.0,191,347459702
45.8,9.08,116.0,45.8,9.08,75.0,191,323127566
46.98,6.9,141.0,46.98,6.9,50.0,191,747218707
47.62,7.24,102.0,47.62,7.24,89.0,191,2430572734
47.26,6.01,15.0,47.24,6.02,85.0,191,1412993366
47.72,7.28,71.0,47.75,7.36,12.0,191,510647811
46.4,6.59,20.0,46.2,6.14,24.0,192,2591498818
45.91,6.11,82.0,45.91,6.11,110.0,192,572762734
46.19,6.77,29.0,46.19,6.77,20.0,192,416539321
47.31,6.18,51.0,47.31,6.18,120.0,192,2150923017
45.94,9.17,150.0,45.94,9.17,18.0,192,339075229
47.17,8.74,55.0,47.17,8.74,36.0,192,1210892840
47.7,7.3,160.0,47.7,7.3,32.0,192,102827130
45.83,6.26,163.0,45.83,6.26,14.0,193,493098170
45.79,9.44,122.0,45.79,9.44,36.0,193,2181796204
46.18,6.19,28.0,46.18,6.19,14.0,193,866381635
46.28,7.47,76.0,46.28,7.47,101.0,193,2223894813
47.79,7.26,100.0,47.79,7.26,91.0,193,405659287
47.11,6.83,105.0,47.11,6.83,64.0,193,245090245
47.5,8.73,96.0,47.5,8.73,97.0,193,2318820089
46.49,6.7,174.0,46.49,6.7,11.0,193,871962349
47.49,6.74,11.0,47.51,6.82,76.0,193,2733299925
47.01,8.31,104.0,47.01,8.31,57.0,193,456679208
45.97,8.97,59.0,46.16,9.01,20.0,193,417797062
45.88,6.52,74.0,45.88,6.52,65.0,193,2276447089
46.53,6.65,11.0,46.53,6.65,23.0,193,2245621565
45.73,7.37,104.0,45.73,7.37,89.0,193,567166832
46.2,6.2,80.0,46.2,6.2,113.0,193,2291446059
46.53,6.65,90.0,46.53,6.65,102.0,193,2774691361
46.51,7.64,15.0,46.62,8.04,47.0,194,1670376074
46.29,6.16,77.0,46.29,6.16,66.0,194,2301489219
46.9,7.4,22.0,46.9,7.4,27.0,194,707890550
46.18,9.86,125.0,46.18,9.86,66.0,194,304329439
46.95,7.39,121.0,46.95,7.39,73.0,194,4118692276
46.62,9.61,158.0,46.62,9.61,36.0,194,193753
47.06,6.74,12.0,47.11,6.83,53.0,194,463932862
46.55,6.86,71.0,46.55,6.86,90.0,194,352420294
47.56,7.58,169.0,47.56,7.58,22.0,194,722425431706771456
47.05,8.31,88.0,47.05,8.31,106.0,194,208066127
46.26,6.14,24.0,46.26,6.15,108.0,194,1926615056
45.8,9.08,21.0,45.76,9.1,22.0,194,523388581
45.88,8.52,121.0,45.88,8.52,70.0,194,68420706
47.72,7.28,97.0,47.72,7.28,96.0,194,1525840712
46.53,6.58,12.0,46.53,6.58,10.0,194,338512017
47.43,9.73,55.0,47.43,9.73,27.0,194,828080311
47.38,8.54,23.0,47.38,8.54,30.0,194,315981226
45.83,8.81,104.0,45.83,8.81,91.0,195,3207508283
46.98,7.2,20.0,46.97,7.2,10.0,195,213073231
47.16,9.55,139.0,47.16,9.55,56.0,195,1609387699
47.44,6.8,117.0,47.44,6.8,77.0,195,770862991
46.17,9.86,125.0,46.17,9.86,69.0,195,572508287
47.42,7.48,67.0,47.42,7.48,128.0,195,384071219
47.54,7.95,12.0,47.54,7.95,94.0,195,191192506
45.8,9.43,12.0,45.8,9.44,64.0,195,182398282
46.21,6.14,85.0,46.21,6.14,93.0,195,2359053813
45.85,9.37,126.0,45.85,9.37,68.0,195,1907772728
45.81,8.41,78.0,45.81,8.41,117.0,195,275069774
47.47,6.69,65.0,47.47,6.69,11.0,195,409187379
46.95,7.39,95.0,46.95,7.39,99.0,196,718435162367909888
47.43,8.67,100.0,47.43,8.67,52.0,196,2175773629
45.89,6.13,101.0,45.89,6.13,86.0,196,749939623
46.68,8.78,58.0,46.68,8.78,112.0,196,1410981458
45.86,6.62,11.0,45.8,6.57,47.0,196,99524096
46.2,6.14,88.0,46.2,6.14,72.0,196,200222585
46.41,6.17,16.0,46.41,6.17,19.0,196,92950591
46.2,6.14,16.0,46.2,6.14,18.0,196,733286245
47.7,7.3,10.0,47.72,7.28,36.0,196,4277744776
45.87,8.91,156.0,45.87,8.91,40.0,196,162682555
46.81,8.22,124.0,46.81,8.22,72.0,196,1318363333
45.8,9.84,135.0,45.8,9.84,52.0,196,598446657
47.01,8.62,14.0,47.03,8.63,70.0,196,169987389
46.95,7.44,143.0,46.95,7.44,53.0,196,10179832
45.91,6.11,65.0,45.91,6.11,104.0,196,1188880322
47.2,6.96,122.0,47.2,6.96,54.0,196,2998362724
46.21,6.15,13.0,45.89,6.13,51.0,196,509181830
47.66,9.44,42.0,47.66,9.44,19.0,197,34227247
45.8,9.08,131.0,45.8,9.08,66.0,197,262714086
47.23,8.86,56.0,47.23,8.86,141.0,197,73907571
47.01,9.54,32.0,47.01,9.54,36.0,197,1896657458
47.14,6.2,131.0,47.14,6.2,66.0,197,148974357
46.23,6.09,10.0,46.23,6.09,24.0,197,15534499
45.84,9.41,11.0,45.83,9.41,101.0,197,536109229
47.0,6.94,129.0,47.0,6.94,48.0,197,1397479771
46.25,6.13,51.0,46.25,6.13,145.0,197,552820812
45.91,6.12,78.0,45.91,6.12,92.0,197,972282932
47.51,8.27,12.0,47.51,8.27,185.0,197,2660631339
45.9,6.84,16.0,45.9,6.84,31.0,198,85132057
46.0,8.96,52.0,46.0,8.96,146.0,198,1596001476
47.65,7.44,43.0,47.65,7.45,11.0,198,429848485
47.54,7.6,124.0,47.54,7.6,69.0,198,2182180253
47.01,8.31,76.0,47.04,8.32,16.0,198,802681598
47.41,8.54,30.0,45.89,6.14,63.0,198,225327644
46.53,6.65,124.0,46.53,6.65,74.0,198,510064134
45.89,10.02,40.0,45.89,10.02,15.0,198,585576186
46.35,6.61,112.0,46.35,6.61,85.0,198,2905358823
47.71,7.66,24.0,47.71,7.67,97.0,198,921673604
46.21,6.13,21.0,46.2,6.12,70.0,198,2282359533
46.46,6.86,24.0,46.44,6.85,16.0,198,595790984
45.78,10.34,36.0,45.78,10.34,161.0,198,214260839
47.2,5.94,18.0,47.23,6.03,36.0,198,1394436602
45.95,9.2,33.0,45.95,9.2,164.0,199,110860223
46.34,6.44,84.0,46.34,6.49,21.0,199,2876647365
47.49,6.74,11.0,47.49,6.74,14.0,199,2528966332
47.38,8.54,85.0,47.38,8.54,112.0,199,1665290090
47.28,7.62,87.0,47.28,7.62,31.0,199,2558955345
47.38,8.54,14.0,47.43,8.67,10.0,199,387359667
47.42,8.6,14.0,47.42,8.6,14.0,199,3214742291
47.59,7.56,115.0,47.59,7.56,80.0,200,1046890776
45.76,9.85,135.0,45.76,9.85,65.0,200,272584003
46.83,7.13,12.0,46.82,7.15,66.0,200,1004856912
47.56,7.58,179.0,47.56,7.58,18.0,200,16143641
46.59,6.66,16.0,46.5,6.67,12.0,200,15015649
46.18,6.23,10.0,46.18,6.22,169.0,200,406344661
45.8,9.08,176.0,45.8,9.08,22.0,200,4284485182
46.45,6.33,65.0,46.45,6.33,135.0,200,241672377
46.76,8.03,94.0,46.76,8.03,106.0,200,47880011
47.47,6.85,55.0,47.47,6.85,84.0,200,633762914
46.2,6.14,150.0,46.2,6.14,12.0,200,501084472
47.18,7.88,97.0,47.18,7.88,95.0,200,1058868702
46.53,6.58,22.0,46.53,6.58,11.0,200,2182923255
46.81,8.22,105.0,46.81,8.22,60.0,200,60078269
47.61,6.13,40.0,47.61,6.13,85.0,200,572729785
46.18,6.71,29.0,46.18,6.71,20.0,200,213375823
47.41,8.59,22.0,47.37,8.55,26.0,201,86562451
45.84,6.06,60.0,45.84,6.06,104.0,201,122144384
46.2,6.16,21.0,46.39,6.23,16.0,201,425849098
47.37,8.64,12.0,47.38,8.54,27.0,201,726532038
46.53,6.6,78.0,46.53,6.59,10.0,201,760167186
46.53,6.65,11.0,46.67,6.79,65.0,201,2163174537
46.48,6.88,13.0,46.48,6.91,77.0,201,355384898
46.24,6.02,11.0,46.33,6.07,10.0,201,207965803
45.8,9.08,111.0,45.8,9.08,90.0,201,3375490877
46.54,10.14,47.0,46.53,10.14,33.0,201,488671366
46.23,6.01,77.0,46.23,6.01,122.0,201,2293374860
